Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager
43,No,Travel_Rarely,1034,16,3,327,4,Female,3,4,Manager,4,Married,Yes,4,3,3,3,17,9
33,Yes,Travel_Rarely,465,2,2,328,1,Female,3,1,Laboratory Technician,1,Married,No,4,1,3,4,9,7
52,No,Non-Travel,771,2,4,329,1,Male,2,5,Manager,3,Single,Yes,3,4,2,4,33,12
32,No,Travel_Rarely,1401,4,2,330,3,Female,3,1,Sales Representative,2,Married,No,3,1,5,3,4,2
32,Yes,Travel_Rarely,515,1,3,331,4,Male,2,1,Laboratory Technician,3,Single,Yes,3,4,2,1,3,2
39,No,Travel_Rarely,1431,1,4,332,3,Female,3,1,Laboratory Technician,3,Divorced,No,3,3,1,3,3,2
32,No,Non-Travel,976,26,4,333,3,Male,3,2,Sales Executive,4,Married,No,3,1,2,3,3,2
41,No,Travel_Rarely,1411,19,2,334,3,Male,3,2,Research Scientist,1,Divorced,No,3,1,2,2,1,0
40,No,Travel_Rarely,1300,24,2,335,1,Male,3,2,Research Scientist,4,Divorced,No,3,1,3,3,9,7
45,No,Travel_Rarely,252,1,3,336,3,Male,4,5,Manager,4,Married,No,3,3,2,3,24,7
31,No,Travel_Frequently,1327,3,4,337,2,Male,3,3,Research Director,3,Divorced,No,3,1,3,3,2,2
33,No,Travel_Rarely,832,5,4,338,3,Female,2,1,Research Scientist,4,Married,No,3,3,2,2,2,2
34,No,Travel_Rarely,470,2,4,339,4,Male,2,2,Manufacturing Director,1,Married,No,3,2,3,3,11,9
37,No,Travel_Rarely,1017,1,2,340,3,Female,2,1,Research Scientist,1,Married,No,3,1,2,2,3,2
45,No,Travel_Frequently,1199,7,4,341,1,Male,4,2,Manufacturing Director,3,Married,No,3,4,1,3,3,2
37,Yes,Travel_Frequently,504,10,3,342,1,Male,3,3,Manufacturing Director,3,Divorced,No,3,2,5,3,1,0
39,No,Travel_Frequently,505,2,4,343,3,Female,3,3,Healthcare Representative,3,Single,No,4,4,1,3,19,8
29,No,Travel_Rarely,665,15,3,346,3,Male,3,1,Research Scientist,4,Single,No,3,1,1,3,6,5
42,No,Travel_Rarely,916,17,2,347,4,Female,4,2,Research Scientist,1,Single,Yes,3,3,1,3,3,2
29,No,Travel_Rarely,1247,20,2,349,4,Male,3,2,Sales Executive,4,Divorced,No,3,4,2,3,3,2
25,No,Travel_Rarely,685,1,3,350,1,Female,3,2,Manufacturing Director,3,Married,No,3,4,3,3,4,2
42,No,Travel_Rarely,269,2,3,351,4,Female,2,1,Laboratory Technician,1,Divorced,Yes,3,3,4,3,9,8
40,No,Travel_Rarely,1416,2,2,352,1,Male,3,5,Research Director,3,Divorced,No,3,4,5,3,21,9
51,No,Travel_Rarely,833,1,3,353,3,Male,3,1,Research Scientist,4,Married,No,3,2,0,2,1,0
31,Yes,Travel_Frequently,307,29,2,355,3,Male,2,1,Laboratory Technician,2,Single,No,3,2,2,4,5,4
32,No,Travel_Frequently,1311,7,3,359,2,Male,4,1,Laboratory Technician,2,Married,No,4,3,3,1,5,3
38,No,Non-Travel,1327,2,2,361,4,Male,2,2,Sales Executive,4,Married,No,3,4,0,3,8,5
32,No,Travel_Rarely,128,2,1,362,4,Male,2,2,Laboratory Technician,1,Single,No,3,4,5,3,6,4
46,No,Travel_Rarely,488,2,3,363,3,Female,1,4,Manager,2,Married,Yes,3,2,2,2,7,7
28,Yes,Travel_Rarely,529,2,4,364,1,Male,3,1,Laboratory Technician,3,Single,No,3,3,5,1,0,0
29,No,Travel_Rarely,1210,2,3,366,1,Male,2,2,Sales Executive,2,Married,No,3,2,2,3,0,0
31,No,Travel_Rarely,1463,23,3,367,2,Male,2,2,Healthcare Representative,4,Married,No,4,2,2,3,9,8
25,No,Non-Travel,675,5,2,369,2,Male,4,2,Healthcare Representative,1,Divorced,No,3,4,2,3,6,5
45,No,Travel_Rarely,1385,20,2,372,3,Male,3,4,Healthcare Representative,4,Married,Yes,3,2,2,3,20,10
36,No,Travel_Rarely,1403,6,3,373,4,Male,3,1,Laboratory Technician,4,Married,No,3,3,4,3,15,11
55,No,Travel_Rarely,452,1,3,374,4,Male,3,5,Manager,1,Single,Yes,3,3,2,3,36,13
47,Yes,Non-Travel,666,29,4,376,1,Male,3,3,Manager,2,Married,Yes,3,4,2,2,10,9
28,No,Travel_Rarely,1158,9,3,377,4,Male,3,1,Research Scientist,4,Married,No,4,4,3,2,5,4
37,No,Travel_Rarely,228,6,4,378,3,Male,3,2,Sales Executive,4,Married,No,3,2,5,4,5,1
21,No,Travel_Rarely,996,3,2,379,4,Male,2,1,Research Scientist,3,Single,No,3,1,4,4,3,0
37,No,Non-Travel,728,1,4,380,1,Female,3,3,Research Director,4,Divorced,Yes,3,1,2,3,5,2
35,No,Travel_Rarely,1315,22,3,381,2,Female,4,3,Manager,2,Divorced,No,3,2,6,2,7,2
38,No,Travel_Rarely,322,7,2,382,1,Female,4,2,Sales Executive,1,Divorced,Yes,4,3,3,3,8,7
26,No,Travel_Frequently,1479,1,3,384,3,Female,3,2,Manufacturing Director,2,Divorced,No,4,1,6,1,6,4
50,No,Travel_Rarely,797,4,1,385,1,Male,3,5,Research Director,2,Divorced,No,3,1,4,2,10,6
53,No,Travel_Rarely,1070,3,4,386,3,Male,3,4,Research Director,3,Married,Yes,3,4,5,2,5,3
42,No,Travel_Rarely,635,1,1,387,2,Male,3,2,Sales Executive,3,Married,No,4,3,3,3,20,6
29,No,Travel_Frequently,442,2,2,388,2,Male,3,2,Sales Executive,4,Single,No,3,1,3,2,10,9
55,No,Travel_Rarely,147,20,2,389,2,Male,3,2,Laboratory Technician,4,Married,Yes,3,4,4,3,10,8
26,No,Travel_Frequently,496,11,2,390,1,Male,3,2,Healthcare Representative,1,Married,Yes,3,3,3,3,5,3
37,No,Travel_Rarely,1372,1,3,391,4,Female,3,1,Research Scientist,4,Single,No,3,2,3,3,17,7
44,Yes,Travel_Frequently,920,24,3,392,4,Male,3,1,Laboratory Technician,3,Divorced,Yes,4,4,0,1,1,0
38,No,Travel_Rarely,688,23,4,393,4,Male,3,2,Healthcare Representative,4,Divorced,No,3,2,2,3,2,2
26,Yes,Travel_Rarely,1449,16,4,394,1,Male,3,1,Laboratory Technician,2,Divorced,Yes,3,4,2,3,3,2
28,No,Travel_Rarely,1117,8,2,395,4,Female,3,1,Research Scientist,4,Single,No,4,4,3,3,5,2
49,No,Travel_Frequently,636,10,4,396,3,Female,3,5,Research Director,1,Single,Yes,3,4,4,3,3,2
36,No,Travel_Rarely,506,3,3,397,3,Male,3,2,Research Scientist,2,Single,No,3,4,2,3,8,7
31,No,Travel_Frequently,444,5,3,399,4,Female,3,1,Sales Representative,2,Divorced,No,3,3,5,2,2,2
26,Yes,Travel_Rarely,950,4,4,401,4,Male,2,2,Sales Executive,4,Single,Yes,3,2,0,3,8,4
37,No,Travel_Frequently,889,9,3,403,2,Male,3,1,Research Scientist,4,Married,Yes,3,3,3,2,4,2
42,No,Travel_Frequently,555,26,3,404,3,Female,3,4,Sales Executive,2,Married,No,3,4,2,4,20,8
18,Yes,Travel_Rarely,230,3,3,405,3,Male,3,1,Laboratory Technician,3,Single,No,3,3,2,3,0,0
35,No,Travel_Rarely,1232,16,3,406,3,Male,3,3,Sales Executive,2,Married,No,3,3,3,2,11,9
36,No,Travel_Frequently,566,18,4,407,3,Male,4,1,Laboratory Technician,4,Married,No,3,4,2,3,1,0
51,No,Travel_Rarely,1302,2,3,408,4,Male,1,2,Manufacturing Director,2,Divorced,No,3,4,3,3,4,2
41,No,Travel_Rarely,334,2,4,410,4,Male,3,4,Manager,2,Single,No,3,2,2,3,22,4
18,No,Travel_Rarely,812,10,3,411,4,Female,2,1,Sales Representative,3,Single,No,3,1,2,3,0,0
28,No,Travel_Rarely,1476,16,2,412,2,Male,4,2,Healthcare Representative,1,Single,No,3,3,2,3,8,7
31,No,Travel_Rarely,218,7,3,416,2,Male,4,2,Sales Executive,4,Married,No,3,2,3,2,8,7
39,No,Travel_Rarely,1132,1,3,417,3,Male,4,3,Healthcare Representative,4,Divorced,No,3,1,5,2,18,7
36,No,Non-Travel,1105,24,4,419,2,Female,3,2,Laboratory Technician,2,Married,No,3,3,3,3,9,8
32,No,Travel_Rarely,906,7,3,420,4,Male,2,2,Sales Executive,3,Married,No,3,3,3,2,13,8
38,No,Travel_Rarely,849,25,2,421,1,Female,2,3,Research Director,2,Married,No,3,3,2,3,10,1
58,No,Non-Travel,390,1,4,422,4,Male,1,2,Healthcare Representative,3,Divorced,Yes,3,4,2,3,5,2
31,No,Travel_Rarely,691,5,4,423,3,Male,3,1,Research Scientist,4,Married,Yes,3,3,4,3,5,3
31,No,Travel_Rarely,106,2,3,424,1,Male,2,2,Human Resources,1,Married,No,3,4,1,3,2,0
45,No,Travel_Frequently,1249,7,3,425,1,Male,3,3,Laboratory Technician,1,Divorced,No,3,1,2,3,24,11
31,No,Travel_Rarely,192,2,4,426,3,Male,3,1,Research Scientist,4,Divorced,Yes,3,2,2,1,2,2
33,No,Travel_Frequently,553,5,4,428,4,Female,3,3,Manager,2,Married,No,3,2,2,3,10,8
39,No,Travel_Rarely,117,10,1,429,3,Male,3,4,Manager,1,Married,Yes,3,4,3,3,21,10
43,No,Travel_Frequently,185,10,4,430,3,Female,3,1,Laboratory Technician,4,Single,No,3,1,5,3,8,7
49,No,Travel_Rarely,1091,1,2,431,3,Female,2,4,Healthcare Representative,3,Single,Yes,3,4,2,3,7,7
52,Yes,Travel_Rarely,723,8,4,433,3,Male,2,2,Research Scientist,2,Married,No,3,1,3,2,8,7
27,No,Travel_Rarely,1220,5,3,434,3,Female,3,1,Research Scientist,2,Single,Yes,3,2,2,2,4,2
32,No,Travel_Rarely,588,8,2,436,3,Female,2,2,Sales Executive,2,Married,Yes,3,4,2,3,13,9
27,No,Travel_Rarely,1377,2,3,437,4,Male,3,2,Sales Executive,3,Single,Yes,3,1,3,3,5,4
31,No,Travel_Rarely,691,7,3,438,4,Male,3,2,Sales Executive,4,Divorced,No,3,4,3,3,7,7
32,No,Travel_Rarely,1018,2,4,439,1,Female,4,2,Research Scientist,4,Single,No,3,3,0,2,7,7
28,Yes,Travel_Rarely,1157,2,4,440,1,Male,1,1,Research Scientist,4,Married,Yes,3,4,4,2,3,2
30,No,Travel_Rarely,1275,28,2,441,4,Female,3,2,Research Scientist,4,Married,No,3,4,2,3,10,9
31,No,Travel_Frequently,798,7,2,442,3,Female,2,3,Manufacturing Director,3,Married,No,4,1,2,3,10,9
39,No,Travel_Frequently,672,7,2,444,3,Male,2,5,Manager,4,Married,No,3,1,2,3,21,3
39,Yes,Travel_Rarely,1162,3,2,445,4,Female,3,2,Sales Executive,3,Married,Yes,3,1,3,2,1,0
33,No,Travel_Frequently,508,10,3,446,2,Male,2,2,Sales Executive,4,Single,No,3,3,6,2,7,1
47,No,Travel_Rarely,1482,5,5,447,4,Male,3,5,Research Director,3,Married,No,3,2,2,3,3,1
43,No,Travel_Frequently,559,10,4,448,3,Female,2,2,Laboratory Technician,3,Divorced,No,3,2,3,4,9,0
27,No,Non-Travel,210,1,1,449,3,Male,3,2,Sales Executive,2,Married,Yes,3,4,0,3,5,4
54,No,Travel_Frequently,928,20,4,450,4,Female,3,2,Research Scientist,3,Single,No,3,4,4,2,4,3
43,No,Travel_Rarely,1001,7,3,451,3,Female,3,3,Healthcare Representative,1,Married,No,3,1,1,2,1,0
45,No,Travel_Rarely,549,8,4,452,4,Male,3,2,Research Scientist,4,Married,No,3,1,3,3,10,8
40,No,Travel_Rarely,1124,1,2,453,2,Male,1,2,Sales Executive,4,Married,Yes,4,3,2,2,4,2
29,Yes,Travel_Rarely,318,8,4,454,2,Male,1,1,Laboratory Technician,1,Married,Yes,3,4,4,2,7,7
29,No,Travel_Rarely,738,9,5,455,2,Male,2,1,Laboratory Technician,4,Single,No,3,3,2,3,3,2
30,No,Travel_Rarely,570,5,3,456,4,Female,2,2,Sales Executive,3,Divorced,No,3,3,2,3,10,2
27,No,Travel_Rarely,1130,8,4,458,2,Female,3,2,Sales Executive,2,Married,No,3,1,3,3,8,7
37,No,Travel_Rarely,1192,5,2,460,4,Male,3,2,Manufacturing Director,4,Divorced,No,3,3,2,2,6,4
38,No,Travel_Rarely,343,15,2,461,3,Male,2,3,Research Director,4,Divorced,Yes,3,2,3,3,11,9
31,No,Travel_Rarely,1232,7,4,462,3,Female,3,3,Manufacturing Director,4,Single,Yes,3,3,2,2,11,10
29,No,Travel_Rarely,144,10,1,463,4,Female,2,2,Sales Executive,2,Divorced,Yes,3,1,2,3,7,7
35,No,Travel_Rarely,1296,5,4,464,3,Male,3,3,Manufacturing Director,2,Single,No,3,4,5,3,16,13
23,No,Travel_Rarely,1309,26,1,465,3,Male,3,1,Research Scientist,4,Divorced,No,3,3,2,2,4,2
41,No,Travel_Rarely,483,6,3,466,4,Male,2,2,Manufacturing Director,2,Single,Yes,3,4,3,3,5,2
47,No,Travel_Frequently,1309,4,1,467,2,Male,3,2,Sales Representative,3,Single,No,3,1,3,3,0,0
42,No,Travel_Rarely,810,23,5,468,1,Female,3,4,Research Director,4,Single,No,3,2,2,3,1,0
29,No,Non-Travel,746,2,3,469,4,Male,3,2,Sales Executive,3,Married,No,3,1,3,2,4,2
42,No,Travel_Rarely,544,2,1,470,3,Male,3,1,Human Resources,3,Divorced,Yes,3,3,5,3,3,0
32,No,Travel_Rarely,1062,2,3,471,3,Female,3,1,Laboratory Technician,2,Married,No,3,3,4,3,8,7
48,No,Travel_Rarely,530,29,1,473,1,Female,3,3,Manager,3,Married,No,4,2,3,1,0,0
37,No,Travel_Rarely,1319,6,3,474,3,Male,4,2,Research Scientist,1,Divorced,Yes,3,1,2,3,7,7
30,No,Non-Travel,641,25,2,475,4,Female,3,2,Sales Executive,3,Married,Yes,3,2,2,4,2,2
26,No,Travel_Rarely,933,1,3,476,3,Male,3,2,Sales Executive,3,Married,No,3,2,3,3,8,7
42,No,Travel_Rarely,1332,2,4,477,1,Male,2,2,Healthcare Representative,4,Single,No,4,2,6,3,1,0
21,Yes,Travel_Frequently,756,1,1,478,1,Female,2,1,Sales Representative,2,Single,Yes,3,3,3,3,3,2
36,No,Non-Travel,845,1,5,479,4,Female,3,2,Sales Executive,4,Single,No,3,2,6,3,1,0
36,No,Travel_Frequently,541,3,4,481,1,Male,2,3,Sales Executive,4,Married,No,3,1,2,3,13,12
57,No,Travel_Rarely,593,1,4,482,4,Male,3,2,Healthcare Representative,3,Married,No,3,3,2,3,3,2
40,No,Travel_Rarely,1171,10,4,483,4,Female,4,1,Laboratory Technician,3,Married,Yes,3,3,3,3,7,7
21,No,Non-Travel,895,9,2,484,1,Male,3,1,Sales Representative,4,Single,No,4,3,3,2,3,2
33,Yes,Travel_Rarely,350,5,3,485,4,Female,3,1,Sales Representative,3,Single,Yes,3,2,2,3,1,0
37,No,Travel_Rarely,921,10,3,486,3,Female,3,1,Laboratory Technician,1,Married,No,4,2,3,3,5,3
46,No,Non-Travel,1144,7,4,487,3,Female,3,2,Manufacturing Director,3,Married,No,3,3,2,4,1,0
41,Yes,Travel_Frequently,143,4,3,488,1,Male,3,2,Sales Executive,2,Single,No,3,3,5,3,8,7
50,No,Travel_Rarely,1046,10,3,491,4,Male,2,3,Healthcare Representative,4,Single,No,3,4,2,3,4,3
40,Yes,Travel_Rarely,575,22,2,492,3,Male,2,2,Sales Executive,3,Married,Yes,3,1,6,3,6,0
31,No,Travel_Rarely,408,9,4,493,3,Male,2,1,Research Scientist,2,Single,Yes,3,4,5,3,2,2
21,Yes,Travel_Rarely,156,12,3,494,3,Female,4,1,Sales Representative,2,Single,No,3,4,0,3,1,0
29,No,Travel_Rarely,1283,23,3,495,4,Male,3,1,Research Scientist,4,Single,No,3,4,4,3,3,2
35,No,Travel_Rarely,755,9,4,496,3,Male,2,2,Healthcare Representative,2,Single,No,3,3,5,3,1,0
27,No,Travel_Rarely,1469,1,2,497,4,Male,3,1,Laboratory Technician,2,Divorced,No,3,2,2,3,5,4
28,No,Travel_Rarely,304,9,4,498,2,Male,3,2,Sales Executive,4,Single,No,3,4,1,3,7,7
49,No,Travel_Rarely,1261,7,3,499,2,Male,2,3,Healthcare Representative,3,Single,No,4,3,2,3,5,0
51,No,Travel_Rarely,1178,14,2,500,3,Female,3,2,Sales Executive,4,Married,No,3,3,2,2,7,7
36,No,Travel_Rarely,329,2,3,501,4,Female,3,1,Research Scientist,3,Married,No,3,2,3,3,2,2
34,Yes,Non-Travel,1362,19,3,502,1,Male,4,2,Sales Executive,4,Single,Yes,3,2,3,2,5,4
55,No,Travel_Rarely,1311,2,3,505,3,Female,3,4,Manager,4,Single,Yes,3,3,2,3,5,2
24,No,Travel_Rarely,1371,10,4,507,4,Female,3,2,Sales Executive,3,Divorced,Yes,3,4,2,4,5,3
30,No,Travel_Rarely,202,2,1,508,3,Male,3,1,Sales Representative,2,Married,No,3,1,3,3,1,0
26,Yes,Travel_Frequently,575,3,1,510,3,Male,3,1,Research Scientist,1,Single,No,4,3,2,3,6,4
22,No,Travel_Rarely,253,11,3,511,1,Female,3,1,Research Scientist,2,Married,No,3,4,1,3,2,2
36,No,Travel_Rarely,164,2,2,513,2,Male,2,3,Sales Executive,3,Married,No,3,2,2,3,10,0
30,Yes,Travel_Frequently,464,4,3,514,3,Male,3,1,Research Scientist,4,Single,Yes,4,3,4,3,1,0
37,No,Travel_Rarely,1107,14,3,515,4,Female,3,1,Laboratory Technician,1,Divorced,No,3,3,2,2,18,17
40,No,Travel_Rarely,759,2,2,516,4,Female,3,2,Sales Executive,2,Divorced,No,3,3,5,3,5,3
42,No,Travel_Rarely,201,1,4,517,2,Female,3,1,Laboratory Technician,1,Divorced,No,3,2,5,3,5,2
37,No,Travel_Rarely,1305,10,4,518,3,Male,3,2,Manufacturing Director,2,Single,Yes,3,4,2,2,1,1
43,No,Travel_Rarely,982,12,3,520,1,Male,2,4,Research Director,2,Divorced,No,3,3,3,3,25,9
40,No,Travel_Rarely,555,2,3,521,2,Female,2,2,Laboratory Technician,3,Married,No,4,2,3,3,1,0
54,No,Travel_Rarely,821,5,2,522,1,Male,3,5,Research Director,1,Married,No,3,3,4,2,4,2
34,No,Non-Travel,1381,4,4,523,3,Female,3,2,Sales Executive,3,Married,No,3,1,3,3,3,2
31,No,Travel_Rarely,480,7,2,524,2,Female,3,2,Manufacturing Director,1,Married,No,3,2,5,1,13,12
43,No,Travel_Frequently,313,21,3,525,4,Male,3,1,Laboratory Technician,4,Married,No,4,1,1,3,3,2
43,No,Travel_Rarely,1473,8,4,526,3,Female,3,2,Healthcare Representative,3,Divorced,Yes,3,4,3,3,5,2
25,No,Travel_Rarely,891,4,2,527,2,Female,2,2,Sales Executive,4,Single,Yes,3,2,3,3,5,3
37,No,Non-Travel,1063,25,5,529,2,Female,3,2,Research Scientist,3,Married,Yes,3,1,2,3,13,7
31,No,Travel_Rarely,329,1,2,530,4,Male,2,1,Laboratory Technician,1,Married,No,3,3,3,3,4,2
39,No,Travel_Frequently,1218,1,1,531,2,Male,3,5,Manager,3,Divorced,Yes,3,3,3,3,21,6
56,No,Travel_Frequently,906,6,3,532,3,Female,4,4,Sales Executive,1,Married,No,3,4,0,2,7,7
30,No,Travel_Rarely,1082,12,3,533,2,Female,3,2,Sales Executive,3,Single,No,3,2,6,3,5,4
41,No,Travel_Rarely,645,1,3,534,2,Male,4,3,Sales Executive,1,Married,No,3,3,2,3,10,7
28,No,Travel_Rarely,1300,17,2,536,3,Male,3,2,Laboratory Technician,1,Divorced,No,3,4,2,3,10,8
25,Yes,Travel_Rarely,688,3,3,538,1,Male,3,1,Laboratory Technician,1,Married,No,3,3,5,3,2,2
52,No,Travel_Rarely,319,3,3,543,4,Male,2,3,Manufacturing Director,3,Married,Yes,3,3,4,3,5,4
45,No,Travel_Rarely,192,10,2,544,1,Male,3,1,Research Scientist,4,Married,No,4,4,3,2,2,2
52,No,Travel_Rarely,1490,4,2,546,4,Female,3,4,Manager,4,Married,No,3,4,2,1,5,4
42,No,Travel_Frequently,532,29,2,547,1,Female,3,2,Research Scientist,3,Divorced,No,3,2,3,3,5,2
30,No,Travel_Rarely,317,2,3,548,3,Female,1,2,Manufacturing Director,4,Single,No,4,3,2,3,5,2
60,No,Travel_Rarely,422,7,3,549,1,Female,3,5,Manager,1,Married,No,3,4,5,1,29,10
46,No,Travel_Rarely,1485,18,3,550,3,Female,3,2,Manufacturing Director,3,Divorced,No,3,3,5,2,10,8
42,No,Travel_Frequently,1368,28,4,551,4,Female,2,2,Healthcare Representative,4,Married,No,3,4,4,4,6,4
24,Yes,Travel_Rarely,1448,1,1,554,1,Female,3,1,Sales Representative,2,Single,Yes,3,2,4,3,5,4
34,Yes,Travel_Frequently,296,6,2,555,4,Female,1,1,Sales Representative,3,Divorced,No,3,4,3,2,2,0
38,No,Travel_Frequently,1490,2,2,556,4,Male,3,1,Laboratory Technician,4,Married,Yes,4,3,3,3,1,0
40,No,Travel_Rarely,1398,2,4,558,3,Female,3,5,Manager,3,Married,No,3,4,2,3,20,12
26,No,Travel_Rarely,1349,23,3,560,1,Female,3,1,Research Scientist,4,Divorced,No,4,2,3,1,3,2
30,No,Non-Travel,1400,3,3,562,3,Male,3,1,Laboratory Technician,4,Married,No,3,3,3,1,5,4
29,No,Travel_Rarely,986,3,4,564,2,Male,2,3,Research Director,3,Married,No,3,3,2,3,10,7
29,Yes,Travel_Rarely,408,25,5,565,3,Female,2,1,Research Scientist,2,Married,No,3,2,2,4,2,1
19,Yes,Travel_Rarely,489,2,2,566,1,Male,2,1,Human Resources,4,Single,No,3,3,3,4,1,0
30,No,Non-Travel,1398,22,4,567,3,Female,3,3,Sales Executive,1,Married,No,3,3,3,3,9,8
57,No,Travel_Rarely,210,29,3,568,1,Male,2,4,Manager,4,Divorced,No,3,3,3,2,1,0
50,No,Travel_Rarely,1099,29,4,569,2,Male,2,4,Manager,3,Married,No,3,2,2,3,27,7
30,No,Non-Travel,1116,2,3,571,3,Female,3,1,Laboratory Technician,4,Single,No,3,3,2,2,11,7
60,No,Travel_Frequently,1499,28,3,573,3,Female,2,3,Sales Executive,1,Married,No,3,4,5,4,18,11
47,No,Travel_Rarely,983,2,2,574,1,Female,3,2,Manufacturing Director,4,Divorced,No,3,3,2,3,5,4
46,No,Travel_Rarely,1009,2,3,575,1,Male,3,4,Research Director,3,Married,No,3,3,2,1,3,1
35,No,Travel_Rarely,144,22,3,577,4,Male,1,1,Laboratory Technician,3,Single,No,3,3,2,3,5,3
54,No,Travel_Rarely,548,8,4,578,3,Female,3,2,Laboratory Technician,3,Single,No,3,3,3,3,1,0
34,No,Travel_Rarely,1303,2,4,579,4,Male,2,1,Research Scientist,3,Divorced,No,3,3,3,3,7,7
46,No,Travel_Rarely,1125,10,3,580,3,Female,2,3,Sales Executive,4,Married,Yes,3,3,3,3,3,2
31,No,Travel_Rarely,1274,9,1,581,3,Male,3,3,Manufacturing Director,2,Divorced,No,4,4,6,4,13,8
33,Yes,Travel_Rarely,1277,15,1,582,2,Male,3,3,Manager,3,Married,Yes,3,4,2,4,7,7
33,Yes,Travel_Rarely,587,10,1,584,1,Male,1,1,Laboratory Technician,4,Divorced,No,3,1,2,3,4,3
30,No,Travel_Rarely,413,7,1,585,4,Male,3,1,Sales Representative,2,Single,No,3,1,3,3,3,2
35,No,Travel_Rarely,1276,16,3,586,4,Male,3,3,Healthcare Representative,3,Married,Yes,3,3,2,3,8,0
31,Yes,Travel_Frequently,534,20,3,587,1,Male,3,3,Healthcare Representative,3,Married,No,3,1,2,3,1,0
34,Yes,Travel_Frequently,988,23,3,590,2,Female,3,3,Human Resources,1,Divorced,Yes,3,3,2,3,3,2
42,No,Travel_Frequently,1474,5,2,591,2,Male,3,1,Laboratory Technician,3,Married,No,3,4,4,3,2,0
36,No,Non-Travel,635,10,4,592,2,Male,3,3,Sales Executive,4,Single,No,3,4,3,2,10,7
22,Yes,Travel_Frequently,1368,4,1,593,3,Male,2,1,Laboratory Technician,3,Single,No,3,3,3,3,2,2
48,No,Travel_Rarely,163,2,5,595,2,Female,3,2,Sales Executive,4,Married,No,3,1,2,3,9,7
55,No,Travel_Rarely,1117,18,5,597,1,Female,3,4,Manager,2,Single,No,4,4,2,3,10,7
41,No,Non-Travel,267,10,2,599,4,Male,3,2,Sales Executive,4,Single,No,3,4,3,3,14,10
35,No,Travel_Rarely,619,1,3,600,2,Male,3,2,Sales Executive,3,Married,No,3,3,2,3,11,9
40,No,Travel_Rarely,302,6,3,601,2,Female,3,4,Manufacturing Director,3,Single,No,3,3,3,3,20,13
39,No,Travel_Frequently,443,8,1,602,3,Female,3,1,Laboratory Technician,3,Married,No,3,1,3,3,8,7
31,No,Travel_Rarely,828,2,1,604,2,Male,3,2,Sales Executive,4,Single,Yes,3,3,2,4,6,5
42,No,Travel_Rarely,319,24,3,605,4,Male,3,3,Manufacturing Director,1,Married,Yes,4,4,5,2,10,8
45,No,Travel_Rarely,561,2,3,606,4,Male,3,2,Sales Executive,2,Married,No,3,2,3,4,8,7
26,Yes,Travel_Frequently,426,17,4,608,2,Female,3,1,Human Resources,3,Divorced,Yes,3,2,2,2,7,0
29,No,Travel_Rarely,232,19,3,611,4,Male,3,2,Manufacturing Director,4,Divorced,No,3,2,2,4,3,2
33,No,Travel_Rarely,922,1,5,612,1,Female,4,4,Research Director,3,Divorced,No,3,3,2,3,6,5
31,No,Travel_Rarely,688,7,3,613,3,Male,2,3,Manager,4,Divorced,No,4,3,3,2,5,1
18,Yes,Travel_Frequently,1306,5,3,614,2,Male,3,1,Sales Representative,2,Single,Yes,3,4,3,3,0,0
40,No,Non-Travel,1094,28,3,615,3,Male,1,3,Sales Executive,1,Divorced,No,3,3,2,3,1,1
41,No,Non-Travel,509,2,4,616,1,Female,2,2,Healthcare Representative,3,Single,Yes,3,1,3,3,8,7
26,No,Travel_Rarely,775,29,2,618,1,Male,3,2,Sales Executive,3,Divorced,No,3,1,5,3,0,0
35,No,Travel_Rarely,195,1,3,620,1,Female,3,2,Sales Executive,3,Single,No,3,4,3,3,5,3
34,No,Travel_Rarely,258,21,4,621,4,Male,4,2,Sales Executive,4,Single,No,3,4,3,3,10,7
26,Yes,Travel_Rarely,471,24,3,622,3,Male,1,1,Laboratory Technician,4,Single,Yes,3,2,3,1,1,0
37,No,Travel_Rarely,799,1,3,623,2,Female,3,3,Manufacturing Director,4,Single,No,3,4,3,4,6,2
46,No,Travel_Frequently,1034,18,1,624,1,Female,3,3,Healthcare Representative,3,Married,No,3,4,3,2,2,2
41,No,Travel_Rarely,1276,2,5,625,2,Female,3,4,Manager,1,Married,No,3,2,2,3,18,8
37,No,Non-Travel,142,9,4,626,1,Male,3,3,Sales Executive,2,Divorced,No,3,4,6,3,9,7
52,No,Travel_Rarely,956,6,2,630,4,Male,3,2,Research Scientist,1,Divorced,Yes,3,2,3,3,10,9
32,Yes,Non-Travel,1474,11,4,631,4,Male,4,2,Sales Executive,3,Married,No,3,4,2,3,4,2
24,No,Travel_Frequently,535,24,3,632,4,Male,3,1,Sales Representative,4,Married,No,3,3,3,3,2,1
38,No,Travel_Rarely,1495,10,3,634,3,Female,3,2,Healthcare Representative,3,Married,No,3,3,4,3,1,0
37,No,Travel_Rarely,446,1,4,635,2,Female,3,2,Manufacturing Director,2,Married,No,3,2,2,2,6,3
49,No,Travel_Rarely,1245,18,4,638,4,Male,2,5,Research Director,3,Divorced,Yes,3,3,5,3,31,9
